20060515	0	0	2.8000
20060515	0	5	20.2000
20060515	0	10	20.6000
20060515	0	15	4.0000
20060515	0	20	0.0000
20060515	0	25	1.6000
20060515	0	30	18.8000
20060515	0	35	19.8000
20060515	0	40	9.4000
20060515	0	45	2.2000
20060515	0	50	0.0000
20060515	0	55	0.0000
20060515	1	0	11.6000
20060515	1	5	20.4000
20060515	1	10	17.2000
20060515	1	15	17.6000
20060515	1	20	15.0000
20060515	1	25	2.8000
20060515	1	30	2.6000
20060515	1	35	3.4000
20060515	1	40	0.0000
20060515	1	45	0.2000
20060515	1	50	0.6000
20060515	1	55	0.0000
20060515	2	0	1.8000
20060515	2	5	2.0000
20060515	2	10	4.2000
20060515	2	15	20.4000
20060515	2	20	26.2000
20060515	2	25	24.0000
20060515	2	30	22.0000
20060515	2	35	14.6000
20060515	2	40	16.6000
20060515	2	45	13.2000
20060515	2	50	14.2000
20060515	2	55	15.2000
20060515	3	0	13.6000
20060515	3	5	3.2000
20060515	3	10	7.8000
20060515	3	15	6.4000
20060515	3	20	4.0000
20060515	3	25	2.4000
20060515	3	30	6.4000
20060515	3	35	4.8000
20060515	3	40	11.4000
20060515	3	45	1.0000
20060515	3	50	1.4000
20060515	3	55	3.2000
20060515	4	0	8.6000
20060515	4	5	6.2000
20060515	4	10	9.0000
20060515	4	15	4.6000
20060515	4	20	0.2000
20060515	4	25	0.0000
20060515	4	30	0.4000
20060515	4	35	4.0000
20060515	4	40	0.6000
20060515	4	45	0.0000
20060515	4	50	0.0000
20060515	4	55	0.8000
20060515	5	0	0.4000
20060515	5	5	2.8000
20060515	5	10	1.2000
20060515	5	15	1.2000
20060515	5	20	0.0000
20060515	5	25	1.6000
20060515	5	30	2.2000
20060515	5	35	5.0000
20060515	5	40	3.8000
20060515	5	45	1.0000
20060515	5	50	9.0000
20060515	5	55	4.2000
20060515	6	0	1.8000
20060515	6	5	7.0000
20060515	6	10	11.2000
20060515	6	15	6.0000
20060515	6	20	3.6000
20060515	6	25	5.6000
20060515	6	30	11.2000
20060515	6	35	20.4000
20060515	6	40	18.0000
20060515	6	45	6.0000
20060515	6	50	8.0000
20060515	6	55	14.0000
20060515	7	0	10.6000
20060515	7	5	13.2000
20060515	7	10	17.0000
20060515	7	15	25.0000
20060515	7	20	48.4000
20060515	7	25	37.4000
20060515	7	30	37.2000
20060515	7	35	39.0000
20060515	7	40	44.8000
20060515	7	45	31.8000
20060515	7	50	40.2000
20060515	7	55	38.6000
20060515	8	0	51.2000
20060515	8	5	69.2000
20060515	8	10	57.0000
20060515	8	15	39.8000
20060515	8	20	47.6000
20060515	8	25	46.2000
20060515	8	30	45.6000
20060515	8	35	41.4000
20060515	8	40	53.0000
20060515	8	45	45.4000
20060515	8	50	54.2000
20060515	8	55	58.2000
20060515	9	0	43.6000
20060515	9	5	42.6000
20060515	9	10	47.6000
20060515	9	15	28.4000
20060515	9	20	53.8000
20060515	9	25	53.0000
20060515	9	30	48.0000
20060515	9	35	47.6000
20060515	9	40	41.8000
20060515	9	45	55.2000
20060515	9	50	50.4000
20060515	9	55	56.2000
20060515	10	0	51.4000
20060515	10	5	50.0000
20060515	10	10	52.4000
20060515	10	15	57.2000
20060515	10	20	62.4000
20060515	10	25	56.2000
20060515	10	30	56.8000
20060515	10	35	56.4000
20060515	10	40	49.4000
20060515	10	45	49.4000
20060515	10	50	45.4000
20060515	10	55	58.0000
20060515	11	0	49.0000
20060515	11	5	70.6000
20060515	11	10	51.8000
20060515	11	15	47.8000
20060515	11	20	60.2000
20060515	11	25	49.4000
20060515	11	30	38.4000
20060515	11	35	58.8000
20060515	11	40	56.6000
20060515	11	45	40.4000
20060515	11	50	46.8000
20060515	11	55	53.6000
20060515	12	0	40.0000
20060515	12	5	46.0000
20060515	12	10	35.4000
20060515	12	15	25.8000
20060515	12	20	41.6000
20060515	12	25	24.8000
20060515	12	30	28.6000
20060515	12	35	28.4000
20060515	12	40	36.4000
20060515	12	45	38.4000
20060515	12	50	48.4000
20060515	12	55	58.2000
20060515	13	0	60.0000
20060515	13	5	60.0000
20060515	13	10	40.2000
20060515	13	15	50.2000
20060515	13	20	59.6000
20060515	13	25	48.8000
20060515	13	30	49.0000
20060515	13	35	58.4000
20060515	13	40	59.6000
20060515	13	45	69.8000
20060515	13	50	40.4000
20060515	13	55	55.2000
20060515	14	0	53.0000
20060515	14	5	56.2000
20060515	14	10	56.4000
20060515	14	15	61.0000
20060515	14	20	61.4000
20060515	14	25	65.8000
20060515	14	30	42.0000
20060515	14	35	53.0000
20060515	14	40	52.6000
20060515	14	45	56.8000
20060515	14	50	42.8000
20060515	14	55	50.6000
20060515	15	0	48.6000
20060515	15	5	59.2000
20060515	15	10	58.8000
20060515	15	15	52.6000
20060515	15	20	52.6000
20060515	15	25	46.6000
20060515	15	30	67.0000
20060515	15	35	57.0000
20060515	15	40	51.0000
20060515	15	45	58.0000
20060515	15	50	63.4000
20060515	15	55	65.2000
20060515	16	0	51.8000
20060515	16	5	52.2000
20060515	16	10	47.0000
20060515	16	15	46.6000
20060515	16	20	47.6000
20060515	16	25	44.8000
20060515	16	30	34.4000
20060515	16	35	25.6000
20060515	16	40	34.6000
20060515	16	45	29.0000
20060515	16	50	20.8000
20060515	16	55	17.6000
20060515	17	0	18.0000
20060515	17	5	22.8000
20060515	17	10	23.0000
20060515	17	15	13.8000
20060515	17	20	14.8000
20060515	17	25	10.8000
20060515	17	30	14.2000
20060515	17	35	11.6000
20060515	17	40	6.4000
20060515	17	45	14.6000
20060515	17	50	13.6000
20060515	17	55	8.6000
20060515	18	0	8.4000
20060515	18	5	7.4000
20060515	18	10	8.8000
20060515	18	15	6.6000
20060515	18	20	11.2000
20060515	18	25	2.8000
20060515	18	30	7.8000
20060515	18	35	10.8000
20060515	18	40	7.4000
20060515	18	45	6.0000
20060515	18	50	6.4000
20060515	18	55	3.2000
20060515	19	0	2.2000
20060515	19	5	7.6000
20060515	19	10	8.4000
20060515	19	15	2.4000
20060515	19	20	7.4000
20060515	19	25	11.2000
20060515	19	30	10.8000
20060515	19	35	9.0000
20060515	19	40	5.8000
20060515	19	45	9.4000
20060515	19	50	1.8000
20060515	19	55	3.4000
20060515	20	0	14.0000
20060515	20	5	4.8000
20060515	20	10	10.0000
20060515	20	15	12.0000
20060515	20	20	9.4000
20060515	20	25	7.4000
20060515	20	30	6.4000
20060515	20	35	5.2000
20060515	20	40	4.2000
20060515	20	45	3.0000
20060515	20	50	2.0000
20060515	20	55	2.6000
20060515	21	0	13.2000
20060515	21	5	11.4000
20060515	21	10	9.0000
20060515	21	15	11.0000
20060515	21	20	13.6000
20060515	21	25	11.4000
20060515	21	30	10.8000
20060515	21	35	2.6000
20060515	21	40	2.4000
20060515	21	45	4.4000
20060515	21	50	4.6000
20060515	21	55	9.6000
20060515	22	0	8.4000
20060515	22	5	9.8000
20060515	22	10	11.6000
20060515	22	15	10.0000
20060515	22	20	19.0000
20060515	22	25	0.6000
20060515	22	30	4.8000
20060515	22	35	0.6000
20060515	22	40	2.0000
20060515	22	45	5.4000
20060515	22	50	3.4000
20060515	22	55	9.4000
20060515	23	0	7.4000
20060515	23	5	7.0000
20060515	23	10	3.4000
20060515	23	15	4.6000
20060515	23	20	8.2000
20060515	23	25	1.6000
20060515	23	30	5.8000
20060515	23	35	5.0000
20060515	23	40	0.6000
20060515	23	45	4.2000
20060515	23	50	0.6000
20060515	23	55	0.8000
20060516	0	0	3.6000
20060516	0	5	22.4000
