0,-6.2,0,-3.39,-3.68,-3.71,-11.98,-2.42,-3.91,-0.93
0,-7.3,0,-3.48,-3.66,-3.57,-11.67,-2.46,-3.88,-1.45
0,-6.4,0,-3.46,-3.66,-3.26,-11.6,-2.98,-3.91,-2.5
0,-6.4,0,-3.45,-3.52,-2.98,-11.52,-2.99,-3.91,-2.96
0,-5.6,0,-2.67,-3.63,-2.92,-11.31,-3.27,-3.79,-1.87
0,-5.2,0,-2.09,-3.68,-3.28,-11.53,-3.64,-3.14,-1.69
0,-5.8,0,-2.61,-2.81,-3.46,-11.82,-3.1,-3.04,-2.05
0,-7.6,0,-2.78,-2.5,-3.65,-11.67,-3.27,-3.19,-2.06
0,-5.3,0,-2.53,-2.93,-3.52,-11.47,-3.15,-3.58,-2.02
0,-5.3,0,-1.99,-2.93,-3,-11.47,-3.03,-3.06,-2.28
0,-6,0,-1.32,-3.06,-3.09,-11.22,-3.02,-3.05,-2.11
0,-5.8,0,-1.08,-3.18,-3.04,-11.05,-3.07,-3.04,-2.04
0,-6.7,0,-1.74,-3.02,-2.92,-11.61,-2.67,-3.04,-0.93
0,-7.1,0,-2.23,-3.39,-3.26,-11.86,-2.36,-3.04,-0.89
0,-6.1,0,-2.56,-3.58,-3.12,-11.97,-2.65,-2.96,-1.85
0,-6.3,0,-2.51,-3.1,-3.09,-11.79,-2.97,-2.4,-1.66
0,-6,0,-2.42,-2.85,-2.92,-12.06,-2.57,-2.32,-1.56
0,-6,0,-2.3,-2.77,-2.67,-11.72,-2.9,-2.22,-2.05
0,-5.8,0,-2.33,-1.49,-2.38,-11.5,-2.75,-2.36,-2.47
0,-5.6,0,-2.56,-1.28,-2.92,-11.7,-2.49,-2.22,-1.97
0,-5.5,0,-3.27,-1.51,-2.34,-12.11,-2.34,-2.17,-2.04
0,-5.6,0,-3.43,-2.03,-2.5,-12.8,-2.95,-2.19,-1.26
0,-8,0,-3.49,-2.02,-2.92,-13.2,-2.87,-2.63,-1.44
0,-7.5,0,-3.51,-1.9,-2.92,-13.15,-2.6,-3.03,-1.25
0,-7.3,0,-3.49,-1.95,-2.93,-12.87,-2.74,-3.04,-1.23
